logFC	logCPM	PValue	FDR	TE	Control_CPM_median	Exposure_CPM_median	group	Type	Sex	Subfamily	Class
0.091036201	8.83912874	2.17E-07	1.34E-06	MLT2B4	455.135658	493.9061186	AL_ATAC_TCDD_F	TCDD	F	MLT2B4	LTR
-0.098830464	8.631772127	2.34E-07	1.44E-06	ORR1A0-int	399.9822045	375.1709461	AL_ATAC_TCDD_F	TCDD	F	ORR1A0-int	LTR
0.102939419	7.337367977	2.56E-07	1.56E-06	Charlie7	159.9928894	170.8545425	AL_ATAC_TCDD_F	TCDD	F	Charlie7	DNA
-0.189392076	6.035150241	2.64E-07	1.61E-06	RLTR10D2	66.01397939	58.63670327	AL_ATAC_TCDD_F	TCDD	F	RLTR10D2	LTR
0.342256689	3.793720991	2.67E-07	1.62E-06	Eulor11	13.52791104	16.30774628	AL_ATAC_TCDD_F	TCDD	F	Eulor11	DNA
0.384629538	3.044266779	2.95E-07	1.77E-06	Eulor2B	7.703415981	9.923216762	AL_ATAC_TCDD_F	TCDD	F	Eulor2B	DNA
-0.078577402	8.970704998	3.01E-07	1.80E-06	MERVK26-int	505.2925668	476.7840305	AL_ATAC_TCDD_F	TCDD	F	MERVK26-int	LTR
0.164524674	5.257025636	3.27E-07	1.95E-06	Looper	37.38356623	41.96782192	AL_ATAC_TCDD_F	TCDD	F	Looper	DNA
-0.097728695	8.724416828	3.36E-07	1.99E-06	RLTR45-int	426.0409986	394.3531377	AL_ATAC_TCDD_F	TCDD	F	RLTR45-int	LTR
-0.053846065	12.16465538	3.43E-07	2.02E-06	ORR1A2	4603.004883	4452.588753	AL_ATAC_TCDD_F	TCDD	F	ORR1A2	LTR
0.105222068	7.369387836	4.16E-07	2.44E-06	MER46C	163.7278303	176.2268797	AL_ATAC_TCDD_F	TCDD	F	MER46C	DNA
0.09558253	7.611984023	4.32E-07	2.52E-06	MLTR18_MM	192.1568411	207.5108248	AL_ATAC_TCDD_F	TCDD	F	MLTR18_MM	LTR
-0.132009375	8.482162356	4.59E-07	2.66E-06	IAPEy-int	363.8522345	329.2546181	AL_ATAC_TCDD_F	TCDD	F	IAPEy-int	LTR
0.097695758	7.51074673	4.67E-07	2.69E-06	MER20B	180.3536483	193.8034986	AL_ATAC_TCDD_F	TCDD	F	MER20B	DNA
-0.154710717	7.045428859	4.87E-07	2.79E-06	RMER6-int	132.6954235	119.1927012	AL_ATAC_TCDD_F	TCDD	F	RMER6-int	LTR
0.136127123	7.174361033	4.91E-07	2.81E-06	RLTR20A2	142.2851932	152.8848567	AL_ATAC_TCDD_F	TCDD	F	RLTR20A2	LTR
-0.097598652	11.03912284	5.14E-07	2.92E-06	L1_Mur1	2108.156299	1979.051508	AL_ATAC_TCDD_F	TCDD	F	L1_Mur1	LINE
-0.153386309	6.358923489	5.21E-07	2.95E-06	ERVB2_1A-I_MM-int	82.31711765	73.91344732	AL_ATAC_TCDD_F	TCDD	F	ERVB2_1A-I_MM-int	LTR
0.097138667	7.93576581	5.26E-07	2.96E-06	MER74A	243.1134431	259.026185	AL_ATAC_TCDD_F	TCDD	F	MER74A	LTR
0.065937701	9.904737983	5.50E-07	3.08E-06	RLTR25B	949.7835892	992.4938099	AL_ATAC_TCDD_F	TCDD	F	RLTR25B	LTR
-0.092112142	9.323668456	5.54E-07	3.09E-06	RMER6D	643.8428957	611.2093578	AL_ATAC_TCDD_F	TCDD	F	RMER6D	LTR
0.131208902	8.126211506	5.89E-07	3.26E-06	MER77	276.4536432	302.5247676	AL_ATAC_TCDD_F	TCDD	F	MER77	LTR
0.043462426	14.66190446	6.82E-07	3.76E-06	B4A	25835.75148	26598.99889	AL_ATAC_TCDD_F	TCDD	F	B4A	SINE
0.202446337	4.893553468	7.28E-07	3.99E-06	Tigger8	28.80148118	32.84557083	AL_ATAC_TCDD_F	TCDD	F	Tigger8	DNA
0.085670999	8.24116769	7.62E-07	4.16E-06	Charlie1	300.1323831	318.9066054	AL_ATAC_TCDD_F	TCDD	F	Charlie1	DNA
0.176359283	7.942498646	8.73E-07	4.74E-06	RLTR6_Mm	240.1377017	271.8573539	AL_ATAC_TCDD_F	TCDD	F	RLTR6_Mm	LTR
0.108090827	7.317756315	8.88E-07	4.80E-06	LTR40b	158.9712345	169.4339992	AL_ATAC_TCDD_F	TCDD	F	LTR40b	LTR
-0.087422244	8.392135434	9.26E-07	4.98E-06	IAPEY4_I-int	340.6013784	320.3570646	AL_ATAC_TCDD_F	TCDD	F	IAPEY4_I-int	LTR
-0.17312065	6.047918251	9.79E-07	5.24E-06	IAPLTR4_I	65.86023085	59.39664222	AL_ATAC_TCDD_F	TCDD	F	IAPLTR4_I	LTR
0.186860051	5.957840333	1.03E-06	5.50E-06	LTR101_Mam	60.78546801	70.29222554	AL_ATAC_TCDD_F	TCDD	F	LTR101_Mam	LTR
-0.112779041	6.318211611	1.07E-06	5.69E-06	RLTR10B	80.42104529	73.94400993	AL_ATAC_TCDD_F	TCDD	F	RLTR10B	LTR
0.100269944	7.561322019	1.10E-06	5.81E-06	MER77B	187.1455912	199.4137718	AL_ATAC_TCDD_F	TCDD	F	MER77B	LTR
0.25705945	4.664614218	1.11E-06	5.81E-06	UCON8	24.694217	30.21629162	AL_ATAC_TCDD_F	TCDD	F	UCON8	DNA
-0.06315538	9.891754128	1.20E-06	6.29E-06	MT2_Mm	956.1085147	916.0284296	AL_ATAC_TCDD_F	TCDD	F	MT2_Mm	LTR
0.326608499	8.363752522	1.31E-06	6.84E-06	RLTR4_Mm	317.8667103	381.9074796	AL_ATAC_TCDD_F	TCDD	F	RLTR4_Mm	LTR
0.084183064	8.054470175	1.34E-06	6.92E-06	AmnSINE1	263.1782676	281.4848891	AL_ATAC_TCDD_F	TCDD	F	AmnSINE1	SINE
-0.132096945	7.004205857	1.34E-06	6.92E-06	RLTR10F	129.5070003	118.2751405	AL_ATAC_TCDD_F	TCDD	F	RLTR10F	LTR
0.071220663	8.771289161	1.53E-06	7.87E-06	Tigger5	433.2191919	453.9586028	AL_ATAC_TCDD_F	TCDD	F	Tigger5	DNA
-0.189079431	5.537789659	1.64E-06	8.36E-06	LTRIS4A	46.89783632	40.5446911	AL_ATAC_TCDD_F	TCDD	F	LTRIS4A	LTR
0.086546233	12.99856728	1.67E-06	8.48E-06	B1_Mur4	8134.74323	8634.362521	AL_ATAC_TCDD_F	TCDD	F	B1_Mur4	SINE
0.201693656	5.062272933	1.77E-06	8.98E-06	Charlie21a	32.91513169	38.24384906	AL_ATAC_TCDD_F	TCDD	F	Charlie21a	DNA
-0.076987809	7.864317023	1.93E-06	9.71E-06	RLTR20B2	234.0695959	221.5255919	AL_ATAC_TCDD_F	TCDD	F	RLTR20B2	LTR
0.07162354	15.05525763	1.94E-06	9.75E-06	B3	33900.25153	35631.62034	AL_ATAC_TCDD_F	TCDD	F	B3	SINE
-0.079060092	12.53481527	2.04E-06	1.02E-05	Lx6	5961.974689	5684.537011	AL_ATAC_TCDD_F	TCDD	F	Lx6	LINE
0.081416903	8.996993024	2.27E-06	1.13E-05	LTR33	506.7792037	543.7067126	AL_ATAC_TCDD_F	TCDD	F	LTR33	LTR
0.06573562	9.670106468	2.36E-06	1.17E-05	RLTR14-int	811.2671577	850.5084551	AL_ATAC_TCDD_F	TCDD	F	RLTR14-int	LTR
-0.215245786	5.026673765	2.39E-06	1.18E-05	RLTR30C_MM	33.2900329	27.56059309	AL_ATAC_TCDD_F	TCDD	F	RLTR30C_MM	LTR
0.064031068	8.858334832	2.44E-06	1.20E-05	MLT1F1	461.070796	477.6589642	AL_ATAC_TCDD_F	TCDD	F	MLT1F1	LTR
-0.127349144	7.376448499	2.57E-06	1.26E-05	IAPLTR2a	168.1542753	156.3124502	AL_ATAC_TCDD_F	TCDD	F	IAPLTR2a	LTR
0.052370349	11.25828373	2.74E-06	1.33E-05	L1M4	2434.191109	2501.108294	AL_ATAC_TCDD_F	TCDD	F	L1M4	LINE
0.107624896	7.344725125	2.75E-06	1.33E-05	MamRep605	160.8837866	175.0576077	AL_ATAC_TCDD_F	TCDD	F	MamRep605	LTR
0.096902525	7.329934318	2.89E-06	1.39E-05	MLT1E1	158.9085667	169.734622	AL_ATAC_TCDD_F	TCDD	F	MLT1E1	LTR
0.118416064	6.456460464	3.09E-06	1.48E-05	MER91A	87.32622508	96.49743811	AL_ATAC_TCDD_F	TCDD	F	MER91A	DNA
0.074671571	8.566597803	3.08E-06	1.48E-05	MLT2D	374.6973346	396.0806236	AL_ATAC_TCDD_F	TCDD	F	MLT2D	LTR
-0.075707689	9.319161474	3.36E-06	1.60E-05	RMER13A	645.730053	612.4708402	AL_ATAC_TCDD_F	TCDD	F	RMER13A	LTR
-0.049764205	13.40587888	3.70E-06	1.75E-05	Lx9	10871.25207	10544.73685	AL_ATAC_TCDD_F	TCDD	F	Lx9	LINE
0.046771923	9.723770233	4.22E-06	1.99E-05	MT2B2	842.5310065	874.1374639	AL_ATAC_TCDD_F	TCDD	F	MT2B2	LTR
0.057320406	8.880561039	4.57E-06	2.14E-05	RLTR18B	468.7608305	489.874221	AL_ATAC_TCDD_F	TCDD	F	RLTR18B	LTR
0.058528716	9.892911471	4.63E-06	2.16E-05	L1MA5	945.1944679	983.9307254	AL_ATAC_TCDD_F	TCDD	F	L1MA5	LINE
0.126540795	8.015768712	4.90E-06	2.28E-05	ERVB7_2B-LTR_MM	256.439588	280.2801885	AL_ATAC_TCDD_F	TCDD	F	ERVB7_2B-LTR_MM	LTR
0.049334838	10.47486346	5.24E-06	2.42E-05	MLT1A1	1418.377572	1468.226817	AL_ATAC_TCDD_F	TCDD	F	MLT1A1	LTR
0.08410217	7.941901866	5.25E-06	2.42E-05	MLTR73	243.8898216	257.5038432	AL_ATAC_TCDD_F	TCDD	F	MLTR73	LTR
0.329611552	3.532527663	5.48E-06	2.51E-05	MER66C	11.00501248	13.49510639	AL_ATAC_TCDD_F	TCDD	F	MER66C	LTR
-0.096829995	7.407662586	5.62E-06	2.57E-05	MLT2C1	171.2109478	160.2051021	AL_ATAC_TCDD_F	TCDD	F	MLT2C1	LTR
0.056450926	8.825852634	6.83E-06	3.09E-05	L1MC5a	449.7336826	475.6300759	AL_ATAC_TCDD_F	TCDD	F	L1MC5a	LINE
0.169989728	5.258704743	7.01E-06	3.16E-05	ORSL-2b	37.7065046	42.1041207	AL_ATAC_TCDD_F	TCDD	F	ORSL-2b	DNA
-0.418648344	2.52971196	7.35E-06	3.30E-05	Eulor6B	5.799768134	3.973413963	AL_ATAC_TCDD_F	TCDD	F	Eulor6B	DNA
0.100472249	7.532211088	8.01E-06	3.59E-05	MER102b	183.1522873	195.7645533	AL_ATAC_TCDD_F	TCDD	F	MER102b	DNA
0.079668856	12.61966412	8.14E-06	3.63E-05	B1_Mur2	6263.142282	6599.367026	AL_ATAC_TCDD_F	TCDD	F	B1_Mur2	SINE
0.246722228	4.701857301	8.57E-06	3.81E-05	LTR86C	25.31157462	29.58240668	AL_ATAC_TCDD_F	TCDD	F	LTR86C	LTR
0.069915368	8.655318433	9.02E-06	3.99E-05	Tigger5b	401.1244557	420.6954481	AL_ATAC_TCDD_F	TCDD	F	Tigger5b	DNA
-0.084384179	9.647681454	9.88E-06	4.35E-05	RMER17D2	810.0580822	761.0476559	AL_ATAC_TCDD_F	TCDD	F	RMER17D2	LTR
-0.145798028	6.013013233	1.09E-05	4.76E-05	RLTR10E	64.43364548	59.44348199	AL_ATAC_TCDD_F	TCDD	F	RLTR10E	LTR
0.115925768	7.55896009	1.10E-05	4.81E-05	RLTR20A2B_MM	185.4914859	198.2480152	AL_ATAC_TCDD_F	TCDD	F	RLTR20A2B_MM	LTR
0.063939417	9.016920009	1.22E-05	5.32E-05	L1MD1	514.8784693	535.7052968	AL_ATAC_TCDD_F	TCDD	F	L1MD1	LINE
0.06451157	11.24655463	1.25E-05	5.42E-05	MT2B	2415.28374	2504.230085	AL_ATAC_TCDD_F	TCDD	F	MT2B	LTR
0.061076039	10.55321465	1.30E-05	5.62E-05	MTC-int	1496.533632	1560.512719	AL_ATAC_TCDD_F	TCDD	F	MTC-int	LTR
0.21906855	4.014582963	1.31E-05	5.63E-05	FordPrefect_a	15.49309049	18.5671608	AL_ATAC_TCDD_F	TCDD	F	FordPrefect_a	DNA
0.053923828	10.76704373	1.37E-05	5.87E-05	L1MB7	1735.174527	1769.421709	AL_ATAC_TCDD_F	TCDD	F	L1MB7	LINE
0.120107995	6.077469663	1.39E-05	5.92E-05	LTR37B	66.73456237	71.25510048	AL_ATAC_TCDD_F	TCDD	F	LTR37B	LTR
-0.113683136	7.406473504	1.42E-05	6.03E-05	RLTR26	169.8643433	158.5705662	AL_ATAC_TCDD_F	TCDD	F	RLTR26	LTR
0.045076026	10.30881357	1.48E-05	6.29E-05	MER5A	1265.544619	1303.383775	AL_ATAC_TCDD_F	TCDD	F	MER5A	DNA
0.248116741	3.582964409	1.50E-05	6.35E-05	MER94B	11.49724621	13.95015858	AL_ATAC_TCDD_F	TCDD	F	MER94B	DNA
-0.601832844	1.506740255	1.60E-05	6.74E-05	Eulor5B	2.796799176	1.769471341	AL_ATAC_TCDD_F	TCDD	F	Eulor5B	DNA
0.057648038	14.22845323	1.66E-05	6.94E-05	B3A	19131.43926	19872.77347	AL_ATAC_TCDD_F	TCDD	F	B3A	SINE
0.152030448	5.473948468	1.80E-05	7.51E-05	Tigger9a	43.20214246	48.94158116	AL_ATAC_TCDD_F	TCDD	F	Tigger9a	DNA
0.060224198	9.238806243	1.84E-05	7.64E-05	L1MC5	601.7982263	633.6158757	AL_ATAC_TCDD_F	TCDD	F	L1MC5	LINE
-0.097720716	8.314106366	1.93E-05	7.99E-05	ETnERV3-int	319.3799117	301.6766088	AL_ATAC_TCDD_F	TCDD	F	ETnERV3-int	LTR
0.081068157	8.929000881	2.11E-05	8.73E-05	ERVL-B4-int	482.7199719	508.4392915	AL_ATAC_TCDD_F	TCDD	F	ERVL-B4-int	LTR
0.10041181	14.23844011	2.13E-05	8.75E-05	B2_Mm2	19148.3457	20791.74098	AL_ATAC_TCDD_F	TCDD	F	B2_Mm2	SINE
0.13347166	5.702838231	2.28E-05	9.36E-05	MER57E1	51.44722596	56.66410763	AL_ATAC_TCDD_F	TCDD	F	MER57E1	LTR
0.110234082	6.863200327	2.30E-05	9.41E-05	LTR16E2	114.7349181	125.3966147	AL_ATAC_TCDD_F	TCDD	F	LTR16E2	LTR
-0.118200905	6.789515506	2.41E-05	9.82E-05	L1MA10	111.5508365	104.2332576	AL_ATAC_TCDD_F	TCDD	F	L1MA10	LINE
0.044939642	11.20226048	2.45E-05	9.93E-05	L1M5	2336.895702	2411.647074	AL_ATAC_TCDD_F	TCDD	F	L1M5	LINE
-0.042174128	10.56077326	2.68E-05	0.000108393	ORR1A2-int	1513.984446	1471.055249	AL_ATAC_TCDD_F	TCDD	F	ORR1A2-int	LTR
-0.076730042	8.181343514	2.70E-05	0.000108618	RLTR9D	293.9488901	277.0811537	AL_ATAC_TCDD_F	TCDD	F	RLTR9D	LTR
0.103624297	6.645983073	2.81E-05	0.000112892	LTR82A	98.92120663	104.3195922	AL_ATAC_TCDD_F	TCDD	F	LTR82A	LTR
0.120959034	6.006437877	2.87E-05	0.000114855	LTR33B	63.12809527	69.99869977	AL_ATAC_TCDD_F	TCDD	F	LTR33B	LTR
-0.646664732	1.242124117	2.96E-05	0.000117761	MER136	2.300395646	1.214118052	AL_ATAC_TCDD_F	TCDD	F	MER136	DNA
0.125623979	7.580757613	3.11E-05	0.000123402	HAL1ME	188.8592638	206.1339878	AL_ATAC_TCDD_F	TCDD	F	HAL1ME	LINE
0.075168936	7.664937359	3.12E-05	0.000123548	MER31A	200.9368171	213.6368624	AL_ATAC_TCDD_F	TCDD	F	MER31A	LTR
0.071485701	9.08854678	3.34E-05	0.000131675	RMER20A	538.5600883	563.9966659	AL_ATAC_TCDD_F	TCDD	F	RMER20A	LTR
0.050190367	10.33997959	3.99E-05	0.000156537	RMER15-int	1290.688436	1347.071826	AL_ATAC_TCDD_F	TCDD	F	RMER15-int	LTR
0.043686517	10.11803302	4.19E-05	0.000163925	Tigger7	1106.929548	1138.211539	AL_ATAC_TCDD_F	TCDD	F	Tigger7	DNA
0.129667478	5.723640234	4.34E-05	0.00016881	Charlie13a	51.65342244	57.92492314	AL_ATAC_TCDD_F	TCDD	F	Charlie13a	DNA
0.114989225	8.659997403	4.34E-05	0.00016881	MuLV-int	402.5299082	436.1838646	AL_ATAC_TCDD_F	TCDD	F	MuLV-int	LTR
0.095025083	7.240278319	4.37E-05	0.00016903	Charlie8	149.9344349	159.7612582	AL_ATAC_TCDD_F	TCDD	F	Charlie8	DNA
0.071348485	8.296367208	4.60E-05	0.000177428	RLTR19	312.5126774	325.0778463	AL_ATAC_TCDD_F	TCDD	F	RLTR19	LTR
0.089535272	7.341100431	4.67E-05	0.000179682	MRLTR33	160.1155244	170.824639	AL_ATAC_TCDD_F	TCDD	F	MRLTR33	LTR
-0.596123452	1.451465611	4.70E-05	0.00017993	MER76-int	2.700432636	1.819614344	AL_ATAC_TCDD_F	TCDD	F	MER76-int	LTR
-0.110510168	6.689928303	4.71E-05	0.000180069	RLTR13A1	104.0056464	97.77575383	AL_ATAC_TCDD_F	TCDD	F	RLTR13A1	LTR
-0.103401176	7.263563535	5.33E-05	0.000202866	RLTR13B3	154.7548779	143.4860059	AL_ATAC_TCDD_F	TCDD	F	RLTR13B3	LTR
-0.038412289	12.12468313	5.89E-05	0.000222754	ORR1B1	4482.092629	4337.504467	AL_ATAC_TCDD_F	TCDD	F	ORR1B1	LTR
-0.140787997	5.754921789	5.92E-05	0.000222945	RLTR31A_Mm	54.6426125	48.71607841	AL_ATAC_TCDD_F	TCDD	F	RLTR31A_Mm	LTR
0.158875288	5.470110336	6.41E-05	0.000240514	RLTR20A1	42.75656207	49.07911417	AL_ATAC_TCDD_F	TCDD	F	RLTR20A1	LTR
0.10076771	6.681856783	6.47E-05	0.000242186	ERV3-16A3_LTR	101.2054016	108.0929898	AL_ATAC_TCDD_F	TCDD	F	ERV3-16A3_LTR	LTR
-0.07830474	7.382390572	6.51E-05	0.000242719	RLTR51B_Mm	168.0792148	158.8438407	AL_ATAC_TCDD_F	TCDD	F	RLTR51B_Mm	LTR
0.201498552	4.690957614	6.57E-05	0.000244297	Zaphod2	24.80115605	27.80636357	AL_ATAC_TCDD_F	TCDD	F	Zaphod2	DNA
0.065911255	8.588826991	6.70E-05	0.000248115	MLT1I	380.0990906	403.1511481	AL_ATAC_TCDD_F	TCDD	F	MLT1I	LTR
0.074366595	7.563612739	6.74E-05	0.000249095	Charlie4a	187.6453464	194.6634563	AL_ATAC_TCDD_F	TCDD	F	Charlie4a	DNA
0.150855032	5.257025888	7.09E-05	0.000260279	L1M7	37.48786571	41.79381901	AL_ATAC_TCDD_F	TCDD	F	L1M7	LINE
-0.081598411	7.339555459	7.09E-05	0.000260279	MLTR31FA_MM	162.1631285	154.4410378	AL_ATAC_TCDD_F	TCDD	F	MLTR31FA_MM	LTR
0.054795708	9.729743941	7.32E-05	0.000267864	L1MC	843.536251	882.1722157	AL_ATAC_TCDD_F	TCDD	F	L1MC	LINE
0.17712941	5.195278781	7.74E-05	0.000282275	hAT-N1_Mam	35.98962321	38.6974722	AL_ATAC_TCDD_F	TCDD	F	hAT-N1_Mam	DNA
0.07899521	9.202299799	8.41E-05	0.000305568	RLTR20C2_MM	582.6011794	611.0028868	AL_ATAC_TCDD_F	TCDD	F	RLTR20C2_MM	LTR
0.092562248	6.179274151	8.63E-05	0.000312625	MER94	71.87820258	75.68811193	AL_ATAC_TCDD_F	TCDD	F	MER94	DNA
0.116644937	6.455704473	8.68E-05	0.000313395	L1MEi	86.71864613	94.63896218	AL_ATAC_TCDD_F	TCDD	F	L1MEi	LINE
0.396190524	2.395844256	8.83E-05	0.00031761	MamRep488	4.799733725	5.803495775	AL_ATAC_TCDD_F	TCDD	F	MamRep488	DNA
-0.178101558	5.094021078	9.37E-05	0.000334766	ERVB4_3-LTR_MM	34.90556145	31.22690003	AL_ATAC_TCDD_F	TCDD	F	ERVB4_3-LTR_MM	LTR
0.059520625	9.399582772	9.42E-05	0.000334766	L1MC4a	669.840118	707.4783961	AL_ATAC_TCDD_F	TCDD	F	L1MC4a	LINE
0.144835778	5.479983435	9.37E-05	0.000334766	MER124	43.50652395	48.6002295	AL_ATAC_TCDD_F	TCDD	F	MER124	DNA
-0.086461388	7.671972603	9.41E-05	0.000334766	RLTR10B2	206.5374312	190.7576857	AL_ATAC_TCDD_F	TCDD	F	RLTR10B2	LTR
-0.089311023	6.836975369	9.90E-05	0.000350692	LTR48	115.8629331	108.4146207	AL_ATAC_TCDD_F	TCDD	F	LTR48	LTR
-0.076035785	8.893485833	0.000104574	0.000369142	MuRRS-int	476.5404663	451.75464	AL_ATAC_TCDD_F	TCDD	F	MuRRS-int	LTR
0.187185207	4.447102205	0.000110003	0.000387085	MLT1H2-int	21.0030971	24.42122679	AL_ATAC_TCDD_F	TCDD	F	MLT1H2-int	LTR
-0.056739457	11.62910192	0.000111996	0.000392863	L1VL2	3178.630459	3050.329808	AL_ATAC_TCDD_F	TCDD	F	L1VL2	LINE
-0.057813374	9.76901423	0.00011418	0.000399274	MMERVK9E_I-int	882.8910535	848.457108	AL_ATAC_TCDD_F	TCDD	F	MMERVK9E_I-int	LTR
0.076718306	8.133243246	0.000114623	0.000399572	MLT1H1	278.6188855	295.2412317	AL_ATAC_TCDD_F	TCDD	F	MLT1H1	LTR
-0.085119463	7.93184143	0.000118319	0.000411177	RLTR20B5_MM	245.3693929	234.512006	AL_ATAC_TCDD_F	TCDD	F	RLTR20B5_MM	LTR
0.052063005	11.9663842	0.000122368	0.000423933	RMER19B	3982.855247	4167.166081	AL_ATAC_TCDD_F	TCDD	F	RMER19B	LTR
0.056899067	9.685411019	0.000123695	0.000426579	RLTR40	818.0755261	855.7316492	AL_ATAC_TCDD_F	TCDD	F	RLTR40	LTR
-0.633128842	1.086046347	0.000123895	0.000426579	UCON21	1.999092057	1.261450784	AL_ATAC_TCDD_F	TCDD	F	UCON21	DNA
0.070966773	8.453434437	0.00012637	0.000433767	MLT1G3	346.2851346	366.912099	AL_ATAC_TCDD_F	TCDD	F	MLT1G3	LTR
0.053287247	9.475643391	0.000127905	0.000437692	MLT1J	707.0841929	729.5272573	AL_ATAC_TCDD_F	TCDD	F	MLT1J	LTR
0.087259859	6.989756583	0.000129015	0.000438807	MLTR12	126.5310417	133.9352287	AL_ATAC_TCDD_F	TCDD	F	MLTR12	LTR
-0.085915673	7.407849735	0.000128786	0.000438807	RLTR13B2	170.3064556	160.0642547	AL_ATAC_TCDD_F	TCDD	F	RLTR13B2	LTR
0.048393099	9.730902395	0.000134047	0.00045454	RLTR14	844.8516329	884.4127954	AL_ATAC_TCDD_F	TCDD	F	RLTR14	LTR
0.048317596	9.555589868	0.000141088	0.00047697	HAL1	749.2318957	778.040098	AL_ATAC_TCDD_F	TCDD	F	HAL1	LINE
0.169448671	4.839518093	0.000141742	0.00047774	Charlie22a	27.89091452	31.10469664	AL_ATAC_TCDD_F	TCDD	F	Charlie22a	DNA
-0.703020617	0.92460208	0.000147986	0.000497286	MLT1E3-int	1.790276451	1.015395697	AL_ATAC_TCDD_F	TCDD	F	MLT1E3-int	LTR
-0.308931564	2.90715398	0.000156486	0.000524275	UCON10	7.598732742	6.043792891	AL_ATAC_TCDD_F	TCDD	F	UCON10	DNA
-0.097100104	6.541134997	0.000171856	0.000574049	RLTR31B_Mm	93.17848763	88.26278982	AL_ATAC_TCDD_F	TCDD	F	RLTR31B_Mm	LTR
0.073038182	7.32483516	0.000183884	0.000612401	MER31B	158.9641292	167.5578745	AL_ATAC_TCDD_F	TCDD	F	MER31B	LTR
0.048698931	10.39984644	0.000187258	0.000621785	MLTR11B	1342.556502	1399.848093	AL_ATAC_TCDD_F	TCDD	F	MLTR11B	LTR
0.045914459	10.5836187	0.00019099	0.00063113	L1MB3	1527.654769	1558.143175	AL_ATAC_TCDD_F	TCDD	F	L1MB3	LINE
-0.082436993	6.914807149	0.0001912	0.00063113	ORR1F-int	121.164621	114.3582426	AL_ATAC_TCDD_F	TCDD	F	ORR1F-int	LTR
0.060021384	9.324035399	0.000194169	0.000639046	MLT1H	640.2089559	668.7396359	AL_ATAC_TCDD_F	TCDD	F	MLT1H	LTR
0.22264665	3.876041899	0.000200608	0.000658302	MLT1I-int	14.09746199	17.71736406	AL_ATAC_TCDD_F	TCDD	F	MLT1I-int	LTR
0.055013106	9.356438361	0.000211381	0.000691625	MLT1K	650.9738302	679.3742099	AL_ATAC_TCDD_F	TCDD	F	MLT1K	LTR
0.084904461	6.535134771	0.000214514	0.000699829	MER102a	91.84830557	98.76073346	AL_ATAC_TCDD_F	TCDD	F	MER102a	DNA
-0.119358864	5.932906927	0.000217525	0.000705538	Charlie25	61.51829699	57.62145474	AL_ATAC_TCDD_F	TCDD	F	Charlie25	DNA
0.110624665	5.91706436	0.000216951	0.000705538	L1M2a	59.27495785	65.24612321	AL_ATAC_TCDD_F	TCDD	F	L1M2a	LINE
0.183459162	5.286109311	0.000222515	0.000719638	MER89-int	37.79821667	42.87665813	AL_ATAC_TCDD_F	TCDD	F	MER89-int	LTR
0.105227562	7.822879275	0.000224714	0.000724655	MERV1_LTR	223.9450871	241.7922915	AL_ATAC_TCDD_F	TCDD	F	MERV1_LTR	LTR
0.155613158	5.778367427	0.000239984	0.000767278	MamGypLTR3	53.52757045	61.85426386	AL_ATAC_TCDD_F	TCDD	F	MamGypLTR3	LTR
-0.202175593	4.643514207	0.000239631	0.000767278	MamRep1151	25.27964174	22.27878167	AL_ATAC_TCDD_F	TCDD	F	MamRep1151	LTR
-0.168072413	4.346165076	0.000239989	0.000767278	MER47A	20.77955322	18.55519698	AL_ATAC_TCDD_F	TCDD	F	MER47A	DNA
-0.06716449	8.489062843	0.000255127	0.000813353	RLTR13E	360.6847725	342.1426256	AL_ATAC_TCDD_F	TCDD	F	RLTR13E	LTR
0.042449879	12.20322634	0.000256351	0.000814935	RMER15	4696.041403	4859.972494	AL_ATAC_TCDD_F	TCDD	F	RMER15	LTR
0.040239297	9.043572366	0.000267062	0.000846578	MLT1F	526.0696395	541.0161457	AL_ATAC_TCDD_F	TCDD	F	MLT1F	LTR
0.103956419	6.574103865	0.000268474	0.00084865	RLTR20A	93.28801271	100.8415478	AL_ATAC_TCDD_F	TCDD	F	RLTR20A	LTR
-0.131504128	5.143192437	0.000280433	0.000883956	LTR81B	35.40535629	32.23957425	AL_ATAC_TCDD_F	TCDD	F	LTR81B	LTR
-0.058414137	10.10547954	0.000298623	0.000938651	RMER17A2	1106.193174	1065.890232	AL_ATAC_TCDD_F	TCDD	F	RMER17A2	LTR
0.105571938	7.284587764	0.000308704	0.000967619	RMER16A3	153.8457082	166.0048809	AL_ATAC_TCDD_F	TCDD	F	RMER16A3	LTR
0.150199373	4.685093077	0.000311902	0.000974913	Tigger14a	25.09915891	28.35913168	AL_ATAC_TCDD_F	TCDD	F	Tigger14a	DNA
-0.043128903	12.56255843	0.000331241	0.001032475	Lx8b	6079.329816	5882.757874	AL_ATAC_TCDD_F	TCDD	F	Lx8b	LINE
-0.173887016	4.450863427	0.000334681	0.001040301	IAPA_MM-int	22.19736201	18.66074707	AL_ATAC_TCDD_F	TCDD	F	IAPA_MM-int	LTR
0.077552959	7.073830051	0.000335917	0.00104125	RLTR12C	133.6958219	141.6575495	AL_ATAC_TCDD_F	TCDD	F	RLTR12C	LTR
-0.194827944	4.126672478	0.000342248	0.001057134	L1MEg2	17.59782745	15.13787894	AL_ATAC_TCDD_F	TCDD	F	L1MEg2	LINE
